,Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
158058,2020-03-30,United Kingdom,Bermuda,27,2.0,0
158059,2020-03-31,United Kingdom,Bermuda,32,10.0,0
158060,2020-04-01,United Kingdom,Bermuda,32,10.0,0
158061,2020-04-02,United Kingdom,Bermuda,35,11.0,0
158062,2020-04-03,United Kingdom,Bermuda,35,14.0,0
158063,2020-04-04,United Kingdom,Bermuda,35,14.0,0
158064,2020-04-05,United Kingdom,Bermuda,37,14.0,0
158065,2020-04-06,United Kingdom,Bermuda,39,17.0,2
158066,2020-04-07,United Kingdom,Bermuda,39,17.0,2
158067,2020-04-08,United Kingdom,Bermuda,39,23.0,3
158068,2020-04-09,United Kingdom,Bermuda,48,25.0,4
158069,2020-04-10,United Kingdom,Bermuda,48,25.0,4
158070,2020-04-11,United Kingdom,Bermuda,48,25.0,4
158071,2020-04-12,United Kingdom,Bermuda,57,29.0,4
158072,2020-04-13,United Kingdom,Bermuda,57,30.0,5
158073,2020-04-14,United Kingdom,Bermuda,57,30.0,5
158074,2020-04-15,United Kingdom,Bermuda,81,33.0,5
158075,2020-04-16,United Kingdom,Bermuda,81,33.0,5
158076,2020-04-17,United Kingdom,Bermuda,83,35.0,5
158077,2020-04-18,United Kingdom,Bermuda,83,35.0,5
158078,2020-04-19,United Kingdom,Bermuda,86,35.0,5
158079,2020-04-20,United Kingdom,Bermuda,86,37.0,5
158080,2020-04-21,United Kingdom,Bermuda,86,37.0,5
158081,2020-04-22,United Kingdom,Bermuda,99,39.0,5
158082,2020-04-23,United Kingdom,Bermuda,99,39.0,5
158083,2020-04-24,United Kingdom,Bermuda,99,39.0,5
158084,2020-04-25,United Kingdom,Bermuda,109,39.0,5
158085,2020-04-26,United Kingdom,Bermuda,109,39.0,5
158086,2020-04-27,United Kingdom,Bermuda,110,44.0,6
158087,2020-04-28,United Kingdom,Bermuda,110,44.0,6
158088,2020-04-29,United Kingdom,Bermuda,111,48.0,6
158089,2020-04-30,United Kingdom,Bermuda,114,48.0,6
158090,2020-05-01,United Kingdom,Bermuda,114,48.0,6
158091,2020-05-02,United Kingdom,Bermuda,114,51.0,7
158092,2020-05-03,United Kingdom,Bermuda,115,51.0,7
158093,2020-05-04,United Kingdom,Bermuda,115,54.0,7
158094,2020-05-05,United Kingdom,Bermuda,115,54.0,7
158095,2020-05-06,United Kingdom,Bermuda,118,59.0,7
158096,2020-05-07,United Kingdom,Bermuda,118,61.0,7
158097,2020-05-08,United Kingdom,Bermuda,118,61.0,7
158098,2020-05-09,United Kingdom,Bermuda,118,64.0,7
158099,2020-05-10,United Kingdom,Bermuda,118,64.0,7
158100,2020-05-11,United Kingdom,Bermuda,119,66.0,8
158101,2020-05-12,United Kingdom,Bermuda,121,66.0,8
158102,2020-05-13,United Kingdom,Bermuda,121,66.0,8
158103,2020-05-14,United Kingdom,Bermuda,122,66.0,9
158104,2020-05-15,United Kingdom,Bermuda,122,66.0,9
158105,2020-05-16,United Kingdom,Bermuda,123,73.0,9
158106,2020-05-17,United Kingdom,Bermuda,123,73.0,9
158107,2020-05-18,United Kingdom,Bermuda,125,77.0,9
158108,2020-05-19,United Kingdom,Bermuda,125,78.0,9
158109,2020-05-20,United Kingdom,Bermuda,125,80.0,9
158110,2020-05-21,United Kingdom,Bermuda,125,80.0,9
158111,2020-05-22,United Kingdom,Bermuda,128,81.0,9
158112,2020-05-23,United Kingdom,Bermuda,128,81.0,9
158113,2020-05-24,United Kingdom,Bermuda,133,81.0,9
158114,2020-05-25,United Kingdom,Bermuda,133,89.0,9
158115,2020-05-26,United Kingdom,Bermuda,139,91.0,9
158116,2020-05-27,United Kingdom,Bermuda,139,91.0,9
158117,2020-05-28,United Kingdom,Bermuda,140,92.0,9
158118,2020-05-29,United Kingdom,Bermuda,140,92.0,9
158119,2020-05-30,United Kingdom,Bermuda,140,92.0,9
158120,2020-05-31,United Kingdom,Bermuda,140,92.0,9
158121,2020-06-01,United Kingdom,Bermuda,141,112.0,9
158122,2020-06-02,United Kingdom,Bermuda,141,113.0,9
158123,2020-06-03,United Kingdom,Bermuda,141,113.0,9
158124,2020-06-04,United Kingdom,Bermuda,141,113.0,9
158125,2020-06-05,United Kingdom,Bermuda,141,114.0,9
158126,2020-06-06,United Kingdom,Bermuda,141,114.0,9
158127,2020-06-07,United Kingdom,Bermuda,141,114.0,9
158128,2020-06-08,United Kingdom,Bermuda,141,120.0,9
158129,2020-06-09,United Kingdom,Bermuda,141,120.0,9
158130,2020-06-10,United Kingdom,Bermuda,141,125.0,9
158131,2020-06-11,United Kingdom,Bermuda,141,127.0,9
158132,2020-06-12,United Kingdom,Bermuda,141,127.0,9
158133,2020-06-13,United Kingdom,Bermuda,142,127.0,9
158134,2020-06-14,United Kingdom,Bermuda,142,127.0,9
158135,2020-06-15,United Kingdom,Bermuda,144,127.0,9
158136,2020-06-16,United Kingdom,Bermuda,144,128.0,9
158137,2020-06-17,United Kingdom,Bermuda,144,128.0,9
158138,2020-06-18,United Kingdom,Bermuda,144,128.0,9
158139,2020-06-19,United Kingdom,Bermuda,146,132.0,9
158140,2020-06-20,United Kingdom,Bermuda,146,132.0,9
158141,2020-06-21,United Kingdom,Bermuda,146,132.0,9
158142,2020-06-22,United Kingdom,Bermuda,146,132.0,9
158143,2020-06-23,United Kingdom,Bermuda,146,132.0,9
158144,2020-06-24,United Kingdom,Bermuda,146,132.0,9
158145,2020-06-25,United Kingdom,Bermuda,146,133.0,9
158146,2020-06-26,United Kingdom,Bermuda,146,133.0,9
158147,2020-06-27,United Kingdom,Bermuda,146,134.0,9
158148,2020-06-28,United Kingdom,Bermuda,146,134.0,9
158149,2020-06-29,United Kingdom,Bermuda,146,135.0,9
158150,2020-06-30,United Kingdom,Bermuda,146,135.0,9
158151,2020-07-01,United Kingdom,Bermuda,146,135.0,9
158152,2020-07-02,United Kingdom,Bermuda,146,135.0,9
158153,2020-07-03,United Kingdom,Bermuda,146,137.0,9
158154,2020-07-04,United Kingdom,Bermuda,146,137.0,9
158155,2020-07-05,United Kingdom,Bermuda,146,137.0,9
158156,2020-07-06,United Kingdom,Bermuda,146,137.0,9
158157,2020-07-07,United Kingdom,Bermuda,148,137.0,9
158158,2020-07-08,United Kingdom,Bermuda,149,137.0,9
158159,2020-07-09,United Kingdom,Bermuda,149,137.0,9
158160,2020-07-10,United Kingdom,Bermuda,150,137.0,9
158161,2020-07-11,United Kingdom,Bermuda,150,137.0,9
158162,2020-07-12,United Kingdom,Bermuda,150,137.0,9
158163,2020-07-13,United Kingdom,Bermuda,150,137.0,9
158164,2020-07-14,United Kingdom,Bermuda,150,137.0,9
158165,2020-07-15,United Kingdom,Bermuda,150,137.0,9
158166,2020-07-16,United Kingdom,Bermuda,152,137.0,9
158167,2020-07-17,United Kingdom,Bermuda,152,137.0,9
158168,2020-07-18,United Kingdom,Bermuda,153,137.0,9
158169,2020-07-19,United Kingdom,Bermuda,153,137.0,9
158170,2020-07-20,United Kingdom,Bermuda,153,137.0,9
158171,2020-07-21,United Kingdom,Bermuda,153,137.0,9
158172,2020-07-22,United Kingdom,Bermuda,153,139.0,9
158173,2020-07-23,United Kingdom,Bermuda,153,139.0,9
158174,2020-07-24,United Kingdom,Bermuda,153,139.0,9
158175,2020-07-25,United Kingdom,Bermuda,153,139.0,9
158176,2020-07-26,United Kingdom,Bermuda,153,139.0,9
158177,2020-07-27,United Kingdom,Bermuda,154,141.0,9
158178,2020-07-28,United Kingdom,Bermuda,156,141.0,9
158179,2020-07-29,United Kingdom,Bermuda,156,141.0,9
158180,2020-07-30,United Kingdom,Bermuda,156,141.0,9
158181,2020-07-31,United Kingdom,Bermuda,156,141.0,9
158182,2020-08-01,United Kingdom,Bermuda,156,141.0,9
158183,2020-08-02,United Kingdom,Bermuda,157,143.0,9
158184,2020-08-03,United Kingdom,Bermuda,157,144.0,9
158185,2020-08-04,United Kingdom,Bermuda,157,144.0,9
158186,2020-08-05,United Kingdom,Bermuda,157,144.0,9
158187,2020-08-06,United Kingdom,Bermuda,157,144.0,9
158188,2020-08-07,United Kingdom,Bermuda,157,144.0,9
158189,2020-08-08,United Kingdom,Bermuda,157,144.0,9
158190,2020-08-09,United Kingdom,Bermuda,158,144.0,9
158191,2020-08-10,United Kingdom,Bermuda,158,144.0,9
158192,2020-08-11,United Kingdom,Bermuda,159,144.0,9
158193,2020-08-12,United Kingdom,Bermuda,159,145.0,9
158194,2020-08-13,United Kingdom,Bermuda,159,145.0,9
158195,2020-08-14,United Kingdom,Bermuda,159,145.0,9
158196,2020-08-15,United Kingdom,Bermuda,162,147.0,9
158197,2020-08-16,United Kingdom,Bermuda,162,147.0,9
158198,2020-08-17,United Kingdom,Bermuda,166,147.0,9
158199,2020-08-18,United Kingdom,Bermuda,166,147.0,9
158200,2020-08-19,United Kingdom,Bermuda,166,147.0,9
158201,2020-08-20,United Kingdom,Bermuda,166,147.0,9
158202,2020-08-21,United Kingdom,Bermuda,167,147.0,9
158203,2020-08-22,United Kingdom,Bermuda,167,149.0,9
158204,2020-08-23,United Kingdom,Bermuda,167,149.0,9
158205,2020-08-24,United Kingdom,Bermuda,168,150.0,9
158206,2020-08-25,United Kingdom,Bermuda,168,151.0,9
158207,2020-08-26,United Kingdom,Bermuda,168,151.0,9
158208,2020-08-27,United Kingdom,Bermuda,168,151.0,9
158209,2020-08-28,United Kingdom,Bermuda,168,151.0,9
158210,2020-08-29,United Kingdom,Bermuda,169,153.0,9
158211,2020-08-30,United Kingdom,Bermuda,169,153.0,9
158212,2020-08-31,United Kingdom,Bermuda,172,155.0,9
158213,2020-09-01,United Kingdom,Bermuda,172,157.0,9
158214,2020-09-02,United Kingdom,Bermuda,172,157.0,9
158215,2020-09-03,United Kingdom,Bermuda,174,157.0,9
158216,2020-09-04,United Kingdom,Bermuda,175,158.0,9
158217,2020-09-05,United Kingdom,Bermuda,175,158.0,9
158218,2020-09-06,United Kingdom,Bermuda,175,158.0,9
158219,2020-09-07,United Kingdom,Bermuda,175,158.0,9
158220,2020-09-08,United Kingdom,Bermuda,175,158.0,9
158221,2020-09-09,United Kingdom,Bermuda,177,159.0,9
158222,2020-09-10,United Kingdom,Bermuda,177,160.0,9
158223,2020-09-11,United Kingdom,Bermuda,177,161.0,9
158224,2020-09-12,United Kingdom,Bermuda,177,161.0,9
158225,2020-09-13,United Kingdom,Bermuda,177,161.0,9
158226,2020-09-14,United Kingdom,Bermuda,177,161.0,9
158227,2020-09-15,United Kingdom,Bermuda,177,164.0,9
158228,2020-09-16,United Kingdom,Bermuda,178,164.0,9
158229,2020-09-17,United Kingdom,Bermuda,178,164.0,9
158230,2020-09-18,United Kingdom,Bermuda,178,164.0,9
158231,2020-09-19,United Kingdom,Bermuda,180,166.0,9
158232,2020-09-20,United Kingdom,Bermuda,180,166.0,9
158233,2020-09-21,United Kingdom,Bermuda,180,166.0,9
158234,2020-09-22,United Kingdom,Bermuda,180,166.0,9
158235,2020-09-23,United Kingdom,Bermuda,181,167.0,9
158236,2020-09-24,United Kingdom,Bermuda,181,167.0,9
158237,2020-09-25,United Kingdom,Bermuda,181,167.0,9
158238,2020-09-26,United Kingdom,Bermuda,181,167.0,9
158239,2020-09-27,United Kingdom,Bermuda,181,167.0,9
158240,2020-09-28,United Kingdom,Bermuda,181,167.0,9
158241,2020-09-29,United Kingdom,Bermuda,181,167.0,9
158242,2020-09-30,United Kingdom,Bermuda,181,167.0,9
158243,2020-10-01,United Kingdom,Bermuda,181,168.0,9
158244,2020-10-02,United Kingdom,Bermuda,181,169.0,9
158245,2020-10-03,United Kingdom,Bermuda,181,169.0,9
158246,2020-10-04,United Kingdom,Bermuda,181,169.0,9
158247,2020-10-05,United Kingdom,Bermuda,181,170.0,9
158248,2020-10-06,United Kingdom,Bermuda,181,170.0,9
158249,2020-10-07,United Kingdom,Bermuda,181,170.0,9
158250,2020-10-08,United Kingdom,Bermuda,182,170.0,9
158251,2020-10-09,United Kingdom,Bermuda,184,170.0,9
158252,2020-10-10,United Kingdom,Bermuda,184,170.0,9
158253,2020-10-11,United Kingdom,Bermuda,184,170.0,9
158254,2020-10-12,United Kingdom,Bermuda,184,172.0,9
158255,2020-10-13,United Kingdom,Bermuda,185,172.0,9
158256,2020-10-14,United Kingdom,Bermuda,185,172.0,9
158257,2020-10-15,United Kingdom,Bermuda,185,172.0,9
158258,2020-10-16,United Kingdom,Bermuda,185,172.0,9
158259,2020-10-17,United Kingdom,Bermuda,185,172.0,9
158260,2020-10-18,United Kingdom,Bermuda,185,172.0,9
158261,2020-10-19,United Kingdom,Bermuda,185,172.0,9
158262,2020-10-20,United Kingdom,Bermuda,188,174.0,9
158263,2020-10-21,United Kingdom,Bermuda,188,174.0,9
158264,2020-10-22,United Kingdom,Bermuda,188,175.0,9
158265,2020-10-23,United Kingdom,Bermuda,190,175.0,9
158266,2020-10-24,United Kingdom,Bermuda,190,175.0,9
158267,2020-10-25,United Kingdom,Bermuda,190,175.0,9
158268,2020-10-26,United Kingdom,Bermuda,193,175.0,9
158269,2020-10-27,United Kingdom,Bermuda,194,175.0,9
158270,2020-10-28,United Kingdom,Bermuda,194,175.0,9
158271,2020-10-29,United Kingdom,Bermuda,198,176.0,9
158272,2020-10-30,United Kingdom,Bermuda,199,176.0,9
158273,2020-10-31,United Kingdom,Bermuda,199,176.0,9
158274,2020-11-01,United Kingdom,Bermuda,199,176.0,9
158275,2020-11-02,United Kingdom,Bermuda,206,176.0,9
158276,2020-11-03,United Kingdom,Bermuda,206,176.0,9
158277,2020-11-04,United Kingdom,Bermuda,206,179.0,9
158278,2020-11-05,United Kingdom,Bermuda,207,179.0,9
158279,2020-11-06,United Kingdom,Bermuda,207,179.0,9
158280,2020-11-07,United Kingdom,Bermuda,209,181.0,9
158281,2020-11-08,United Kingdom,Bermuda,209,181.0,9
158282,2020-11-09,United Kingdom,Bermuda,214,182.0,9
158283,2020-11-10,United Kingdom,Bermuda,214,182.0,9
158284,2020-11-11,United Kingdom,Bermuda,214,182.0,9
158285,2020-11-12,United Kingdom,Bermuda,220,188.0,9
158286,2020-11-13,United Kingdom,Bermuda,222,189.0,9
158287,2020-11-14,United Kingdom,Bermuda,222,189.0,9
158288,2020-11-15,United Kingdom,Bermuda,222,189.0,9
158289,2020-11-16,United Kingdom,Bermuda,223,189.0,9
158290,2020-11-17,United Kingdom,Bermuda,223,189.0,9
158291,2020-11-18,United Kingdom,Bermuda,224,196.0,9
158292,2020-11-19,United Kingdom,Bermuda,226,200.0,9
158293,2020-11-20,United Kingdom,Bermuda,227,200.0,9
158294,2020-11-21,United Kingdom,Bermuda,227,200.0,9
158295,2020-11-22,United Kingdom,Bermuda,227,200.0,9
158296,2020-11-23,United Kingdom,Bermuda,227,200.0,9
158297,2020-11-24,United Kingdom,Bermuda,227,200.0,9
158298,2020-11-25,United Kingdom,Bermuda,239,205.0,9
158299,2020-11-26,United Kingdom,Bermuda,241,206.0,9
158300,2020-11-27,United Kingdom,Bermuda,242,207.0,9
158301,2020-11-28,United Kingdom,Bermuda,247,211.0,9
158302,2020-11-29,United Kingdom,Bermuda,251,213.0,9
158303,2020-11-30,United Kingdom,Bermuda,260,214.0,9
158304,2020-12-01,United Kingdom,Bermuda,262,214.0,9
158305,2020-12-02,United Kingdom,Bermuda,267,215.0,9
158306,2020-12-03,United Kingdom,Bermuda,272,216.0,9
158307,2020-12-04,United Kingdom,Bermuda,278,216.0,9
158308,2020-12-05,United Kingdom,Bermuda,288,216.0,9
158309,2020-12-06,United Kingdom,Bermuda,288,216.0,9
158310,2020-12-07,United Kingdom,Bermuda,306,222.0,9
158311,2020-12-08,United Kingdom,Bermuda,330,223.0,9
158312,2020-12-09,United Kingdom,Bermuda,340,228.0,9
158313,2020-12-10,United Kingdom,Bermuda,364,229.0,9
158314,2020-12-11,United Kingdom,Bermuda,391,233.0,9
158315,2020-12-12,United Kingdom,Bermuda,391,233.0,9
158316,2020-12-13,United Kingdom,Bermuda,391,233.0,9
158317,2020-12-14,United Kingdom,Bermuda,431,238.0,9
158318,2020-12-15,United Kingdom,Bermuda,456,247.0,9
158319,2020-12-16,United Kingdom,Bermuda,467,250.0,9
158320,2020-12-17,United Kingdom,Bermuda,485,255.0,9
158321,2020-12-18,United Kingdom,Bermuda,497,261.0,9
158322,2020-12-19,United Kingdom,Bermuda,516,267.0,9
158323,2020-12-20,United Kingdom,Bermuda,527,276.0,9
158324,2020-12-21,United Kingdom,Bermuda,527,276.0,9
158325,2020-12-22,United Kingdom,Bermuda,553,291.0,9
158326,2020-12-23,United Kingdom,Bermuda,553,321.0,9
158327,2020-12-24,United Kingdom,Bermuda,560,338.0,9
158328,2020-12-25,United Kingdom,Bermuda,561,338.0,9
158329,2020-12-26,United Kingdom,Bermuda,581,394.0,10
158330,2020-12-27,United Kingdom,Bermuda,581,394.0,10
158331,2020-12-28,United Kingdom,Bermuda,581,394.0,10
158332,2020-12-29,United Kingdom,Bermuda,595,421.0,10
158333,2020-12-30,United Kingdom,Bermuda,595,421.0,10
158334,2020-12-31,United Kingdom,Bermuda,604,445.0,10
158335,2021-01-01,United Kingdom,Bermuda,604,445.0,10
158336,2021-01-02,United Kingdom,Bermuda,622,478.0,10
158337,2021-01-03,United Kingdom,Bermuda,622,478.0,10
158338,2021-01-04,United Kingdom,Bermuda,624,519.0,10
158339,2021-01-05,United Kingdom,Bermuda,632,522.0,11
158340,2021-01-06,United Kingdom,Bermuda,632,522.0,11
158341,2021-01-07,United Kingdom,Bermuda,636,531.0,11
158342,2021-01-08,United Kingdom,Bermuda,641,538.0,12
158343,2021-01-09,United Kingdom,Bermuda,646,540.0,12
158344,2021-01-10,United Kingdom,Bermuda,652,551.0,12
158345,2021-01-11,United Kingdom,Bermuda,656,554.0,12
158346,2021-01-12,United Kingdom,Bermuda,656,554.0,12
158347,2021-01-13,United Kingdom,Bermuda,661,558.0,12
158348,2021-01-14,United Kingdom,Bermuda,664,566.0,12
158349,2021-01-15,United Kingdom,Bermuda,667,571.0,12
158350,2021-01-16,United Kingdom,Bermuda,670,583.0,12
158351,2021-01-17,United Kingdom,Bermuda,670,583.0,12
158352,2021-01-18,United Kingdom,Bermuda,683,598.0,12
158353,2021-01-19,United Kingdom,Bermuda,684,603.0,12
158354,2021-01-20,United Kingdom,Bermuda,684,611.0,12
158355,2021-01-21,United Kingdom,Bermuda,684,611.0,12
158356,2021-01-22,United Kingdom,Bermuda,684,625.0,12
158357,2021-01-23,United Kingdom,Bermuda,686,625.0,12
158358,2021-01-24,United Kingdom,Bermuda,686,625.0,12
158359,2021-01-25,United Kingdom,Bermuda,686,640.0,12
158360,2021-01-26,United Kingdom,Bermuda,688,646.0,12
158361,2021-01-27,United Kingdom,Bermuda,689,648.0,12
158362,2021-01-28,United Kingdom,Bermuda,690,650.0,12
158363,2021-01-29,United Kingdom,Bermuda,690,650.0,12
158364,2021-01-30,United Kingdom,Bermuda,691,653.0,12
158365,2021-01-31,United Kingdom,Bermuda,691,653.0,12
158366,2021-02-01,United Kingdom,Bermuda,691,653.0,12
158367,2021-02-02,United Kingdom,Bermuda,692,668.0,12
158368,2021-02-03,United Kingdom,Bermuda,692,668.0,12
158369,2021-02-04,United Kingdom,Bermuda,692,669.0,12
158370,2021-02-05,United Kingdom,Bermuda,692,669.0,12
158371,2021-02-06,United Kingdom,Bermuda,692,670.0,12
158372,2021-02-07,United Kingdom,Bermuda,692,670.0,12
158373,2021-02-08,United Kingdom,Bermuda,694,671.0,12
158374,2021-02-09,United Kingdom,Bermuda,694,673.0,12
158375,2021-02-10,United Kingdom,Bermuda,694,673.0,12
158376,2021-02-11,United Kingdom,Bermuda,694,673.0,12
158377,2021-02-12,United Kingdom,Bermuda,694,675.0,12
158378,2021-02-13,United Kingdom,Bermuda,694,675.0,12
158379,2021-02-14,United Kingdom,Bermuda,694,675.0,12
158380,2021-02-15,United Kingdom,Bermuda,695,679.0,12
158381,2021-02-16,United Kingdom,Bermuda,695,679.0,12
158382,2021-02-17,United Kingdom,Bermuda,697,679.0,12
158383,2021-02-18,United Kingdom,Bermuda,699,679.0,12
158384,2021-02-19,United Kingdom,Bermuda,699,679.0,12
158385,2021-02-20,United Kingdom,Bermuda,699,679.0,12
158386,2021-02-21,United Kingdom,Bermuda,699,679.0,12
158387,2021-02-22,United Kingdom,Bermuda,699,679.0,12
158388,2021-02-23,United Kingdom,Bermuda,703,681.0,12
158389,2021-02-24,United Kingdom,Bermuda,703,681.0,12
158390,2021-02-25,United Kingdom,Bermuda,705,682.0,12
158391,2021-02-26,United Kingdom,Bermuda,705,682.0,12
158392,2021-02-27,United Kingdom,Bermuda,705,682.0,12
158393,2021-02-28,United Kingdom,Bermuda,705,682.0,12
158394,2021-03-01,United Kingdom,Bermuda,707,682.0,12
158395,2021-03-02,United Kingdom,Bermuda,713,682.0,12
158396,2021-03-03,United Kingdom,Bermuda,713,682.0,12
158397,2021-03-04,United Kingdom,Bermuda,718,685.0,12
158398,2021-03-05,United Kingdom,Bermuda,722,688.0,12
158399,2021-03-06,United Kingdom,Bermuda,722,688.0,12
158400,2021-03-07,United Kingdom,Bermuda,722,688.0,12
158401,2021-03-08,United Kingdom,Bermuda,724,690.0,12
158402,2021-03-09,United Kingdom,Bermuda,724,690.0,12
158403,2021-03-10,United Kingdom,Bermuda,731,690.0,12
158404,2021-03-11,United Kingdom,Bermuda,732,692.0,12
158405,2021-03-12,United Kingdom,Bermuda,732,692.0,12
158406,2021-03-13,United Kingdom,Bermuda,735,692.0,12
158407,2021-03-14,United Kingdom,Bermuda,735,692.0,12
158408,2021-03-15,United Kingdom,Bermuda,740,699.0,12
158409,2021-03-16,United Kingdom,Bermuda,740,699.0,12
158410,2021-03-17,United Kingdom,Bermuda,740,699.0,12
158411,2021-03-18,United Kingdom,Bermuda,740,699.0,12
158412,2021-03-19,United Kingdom,Bermuda,767,707.0,12
158413,2021-03-20,United Kingdom,Bermuda,773,709.0,12
158414,2021-03-21,United Kingdom,Bermuda,789,709.0,12
158415,2021-03-22,United Kingdom,Bermuda,830,712.0,12
158416,2021-03-23,United Kingdom,Bermuda,840,715.0,12
158417,2021-03-24,United Kingdom,Bermuda,840,715.0,12
158418,2021-03-25,United Kingdom,Bermuda,880,718.0,12
158419,2021-03-26,United Kingdom,Bermuda,914,718.0,12
158420,2021-03-27,United Kingdom,Bermuda,947,722.0,12
158421,2021-03-28,United Kingdom,Bermuda,1028,722.0,12
158422,2021-03-29,United Kingdom,Bermuda,1136,728.0,12
158423,2021-03-30,United Kingdom,Bermuda,1157,728.0,12
158424,2021-03-31,United Kingdom,Bermuda,1217,729.0,12
158425,2021-04-01,United Kingdom,Bermuda,1292,743.0,12
158426,2021-04-02,United Kingdom,Bermuda,1292,743.0,12
158427,2021-04-03,United Kingdom,Bermuda,1292,743.0,12
158428,2021-04-04,United Kingdom,Bermuda,1400,758.0,12
158429,2021-04-05,United Kingdom,Bermuda,1469,799.0,14
158430,2021-04-06,United Kingdom,Bermuda,1469,799.0,14
158431,2021-04-07,United Kingdom,Bermuda,1497,813.0,14
158432,2021-04-08,United Kingdom,Bermuda,1586,835.0,14
158433,2021-04-09,United Kingdom,Bermuda,1657,864.0,14
158434,2021-04-10,United Kingdom,Bermuda,1773,888.0,14
158435,2021-04-11,United Kingdom,Bermuda,1773,888.0,14
158436,2021-04-12,United Kingdom,Bermuda,1891,998.0,16
158437,2021-04-13,United Kingdom,Bermuda,1912,1037.0,16
158438,2021-04-14,United Kingdom,Bermuda,1935,1051.0,16
158439,2021-04-15,United Kingdom,Bermuda,2023,1140.0,17
158440,2021-04-16,United Kingdom,Bermuda,2060,1195.0,17
158441,2021-04-17,United Kingdom,Bermuda,2123,1237.0,18
158442,2021-04-18,United Kingdom,Bermuda,2123,1237.0,18
158443,2021-04-19,United Kingdom,Bermuda,2214,1290.0,20
158444,2021-04-20,United Kingdom,Bermuda,2214,1290.0,20
158445,2021-04-21,United Kingdom,Bermuda,2226,1313.0,20
158446,2021-04-22,United Kingdom,Bermuda,2261,1394.0,22
158447,2021-04-23,United Kingdom,Bermuda,2284,1479.0,23
158448,2021-04-24,United Kingdom,Bermuda,2315,1572.0,23
158449,2021-04-25,United Kingdom,Bermuda,2335,1636.0,23
158450,2021-04-26,United Kingdom,Bermuda,2357,1724.0,24
158451,2021-04-27,United Kingdom,Bermuda,2362,1737.0,24
158452,2021-04-28,United Kingdom,Bermuda,2374,1768.0,24
158453,2021-04-29,United Kingdom,Bermuda,2382,1805.0,27
158454,2021-04-30,United Kingdom,Bermuda,2393,1820.0,28
158455,2021-05-01,United Kingdom,Bermuda,2393,1820.0,28
158456,2021-05-02,United Kingdom,Bermuda,2393,1820.0,28
158457,2021-05-03,United Kingdom,Bermuda,2393,1820.0,28
158458,2021-05-04,United Kingdom,Bermuda,2422,1966.0,30
158459,2021-05-05,United Kingdom,Bermuda,2429,2016.0,30
158460,2021-05-06,United Kingdom,Bermuda,2432,2062.0,30
158461,2021-05-07,United Kingdom,Bermuda,2432,2062.0,30
158462,2021-05-08,United Kingdom,Bermuda,2434,2095.0,30
158463,2021-05-09,United Kingdom,Bermuda,2434,2095.0,30
158464,2021-05-10,United Kingdom,Bermuda,2451,2170.0,31
158465,2021-05-11,United Kingdom,Bermuda,2455,2182.0,31
158466,2021-05-12,United Kingdom,Bermuda,2455,2182.0,31
158467,2021-05-13,United Kingdom,Bermuda,2461,2222.0,31
158468,2021-05-14,United Kingdom,Bermuda,2462,2234.0,32
158469,2021-05-15,United Kingdom,Bermuda,2466,2250.0,32
158470,2021-05-16,United Kingdom,Bermuda,2466,2250.0,32
158471,2021-05-17,United Kingdom,Bermuda,2477,2284.0,32
158472,2021-05-18,United Kingdom,Bermuda,2479,2311.0,32
158473,2021-05-19,United Kingdom,Bermuda,2479,2311.0,32
158474,2021-05-20,United Kingdom,Bermuda,2483,2366.0,32
158475,2021-05-21,United Kingdom,Bermuda,2488,2383.0,32
158476,2021-05-22,United Kingdom,Bermuda,2488,2383.0,32
158477,2021-05-23,United Kingdom,Bermuda,2488,2383.0,32
158478,2021-05-24,United Kingdom,Bermuda,2490,2401.0,32
158479,2021-05-25,United Kingdom,Bermuda,2490,2401.0,32
158480,2021-05-26,United Kingdom,Bermuda,2491,2423.0,32
158481,2021-05-27,United Kingdom,Bermuda,2491,2423.0,32
158482,2021-05-28,United Kingdom,Bermuda,2491,2423.0,32
158483,2021-05-29,United Kingdom,Bermuda,2491,2423.0,32
158484,2021-05-30,United Kingdom,Bermuda,2491,2428.0,32
158485,2021-05-31,United Kingdom,Bermuda,2494,2441.0,33
158486,2021-06-01,United Kingdom,Bermuda,2494,2441.0,33
158487,2021-06-02,United Kingdom,Bermuda,2494,2441.0,33
158488,2021-06-03,United Kingdom,Bermuda,2494,2444.0,33
158489,2021-06-04,United Kingdom,Bermuda,2494,2451.0,33
158490,2021-06-05,United Kingdom,Bermuda,2494,2451.0,33
158491,2021-06-06,United Kingdom,Bermuda,2494,2451.0,33
158492,2021-06-07,United Kingdom,Bermuda,2497,2455.0,33
158493,2021-06-08,United Kingdom,Bermuda,2497,2455.0,33
158494,2021-06-09,United Kingdom,Bermuda,2497,2455.0,33
158495,2021-06-10,United Kingdom,Bermuda,2497,2455.0,33
158496,2021-06-11,United Kingdom,Bermuda,2497,2455.0,33
158497,2021-06-12,United Kingdom,Bermuda,2497,2455.0,33
158498,2021-06-13,United Kingdom,Bermuda,2497,2455.0,33
158499,2021-06-14,United Kingdom,Bermuda,2498,2461.0,33
158500,2021-06-15,United Kingdom,Bermuda,2499,2461.0,33
158501,2021-06-16,United Kingdom,Bermuda,2499,2461.0,33
158502,2021-06-17,United Kingdom,Bermuda,2499,2461.0,33
